207,354.415,16.3374,6.0384,0.931485,66.2266
302,354.406,16.9634,6.3544,1.24764,66.8398
379,354.413,17.4252,5.8511,1.45972,67.2943
760,356.969,29.758,6.0767,2.62191,79.8425
1296,355.828,27.1598,6.3454,4.36175,77.079
2422,354.953,27.4554,6.3408,8.07855,77.1469
2474,351.579,17.4271,6.1534,8.17366,66.6469
2628,352.783,21.7464,6.419,8.65891,71.1092
2707,351.351,17.7339,6.4624,8.92667,66.8774
3299,350.395,17.3942,5.9967,10.8454,66.2742
3572,353.271,25.8273,5.677,11.7761,75.1147
3641,351.067,20.5383,6.4903,12.0082,69.4519
3721,353.073,25.7448,5.4062,12.3097,74.9741
3750,352.195,23.7229,6.0254,12.3992,72.801
3951,348.843,15.903,5.4654,13.0203,64.3733
4283,356.66,34.0486,5.6279,14.2376,83.8336
4446,349.943,20.3517,6.4761,14.5896,68.9009
4572,348.836,18.159,5.9731,14.9828,66.4768
4709,350.539,22.5105,6.45,15.5027,71.108
5372,357.721,36.4648,4.4059,17.9829,86.3816
5412,354.227,30.9349,6.3995,17.7747,80.1357
5518,348.724,20.8452,5.3204,18.042,68.9021
5566,346.654,16.7093,5.5482,18.2189,64.3259
5589,346.977,17.4652,5.5562,18.2874,65.1421
5626,353.907,30.6963,5.6135,18.5519,79.7979
5926,349.646,23.7235,5.9673,19.4512,71.8668
5928,358.153,37.2901,6.3642,20.095,87.2688
5947,353.843,30.9925,6.3658,19.6227,80.0336
6261,352.369,29.0236,6.4743,20.5463,77.6938
6312,345.868,17.5643,6.372,20.647,64.7798
6378,351.551,27.8978,6.445,20.9504,76.3608
6522,352.835,30.1194,6.1598,21.4386,78.8481
6685,348.523,23.394,6.3502,21.8551,71.1011
6692,347.071,20.8814,4.8899,21.8801,68.2513
7050,345.606,19.3106,6.176,23.1101,66.2182
7078,347.717,22.9828,5.93,23.2255,70.3844
7650,348.704,25.6704,5.4463,25.0783,73.1589
7965,345.593,21.5532,5.5571,26.0029,68.1608
8016,346.994,23.7863,5.1822,26.1698,70.7403
8020,341.998,15.872,6.3413,26.1279,61.5385
8046,341.509,15.139,5.7809,26.2144,60.6685
8362,342.79,18.2459,5.7673,27.3454,63.9674
8886,342.035,18.4774,3.3107,29.0054,63.7849
9009,344.815,22.7687,4.9527,29.439,68.7999
9220,340.496,17.0739,6.011,30.0395,61.8115
9312,342.077,19.5865,5.2961,30.3257,64.7351
9480,345.734,24.8887,4.5498,30.9543,71.0203
9564,341.939,20.0115,6.0162,31.1402,65.0142
9568,350.408,30.5493,6.2088,31.3128,78.0297
9573,341.62,19.5965,5.6907,31.1696,64.5027
9586,347.581,27.3222,6.1794,31.2948,73.9638
9598,346.614,26.1838,3.9602,31.3421,72.5345
9727,349.847,30.1217,5.3539,31.8507,77.3938
9763,349,29.217,5.3823,31.9238,76.2276
9990,337.518,15.0435,5.8124,32.5648,58.5345
