677,0.139794,29.0904,1.04868,-16.344,0.03362,2.0371
746,0.152968,59.1498,6.80574,-17.9789,0.05958,2.3579
1067,0.220598,15.1836,0.0136775,-0.928,0.00833,2.7544
2021,0.429186,-77.2542,67.0641,32.5014,0.13407,2.9305
2081,0.43807,-42.306,2.10083,-35.6298,0.0385,2.5512
3179,0.675123,56.5373,0.615167,-3.21302,0.01429,2.4107
3419,0.726492,-17.9866,1.62999,3.19907,0.03386,2.2061
4427,0.945148,60.7167,0.34306,-0.392005,0.00594,2.1379
5447,1.1622,35.6206,1.44258,-11.2201,0.01652,2.1741
6686,1.43026,60.2353,3.98261,-4.92265,0.03281,2.7146
7588,1.62857,-57.2368,1.07176,-3.82395,0.02339,0.4233
8903,1.91067,20.808,0.704196,-11.041,0.0556,2.7044
9236,1.9795,-61.5699,3.69204,2.67754,0.04543,2.9305
9640,2.06499,42.3297,0.381631,-4.93001,0.0083,2.2409
9884,2.11956,23.4624,1.37029,-14.8081,0.04956,2.1726
11767,2.5303,89.2641,23.0875,-1.18565,0.00754,2.1077
13847,2.97102,-40.3047,-0.462356,2.19801,0.02023,2.9378
14135,3.03799,4.08974,-0.0695772,-7.685,0.01309,2.6196
14576,3.13615,40.9556,0.0263942,-0.166,0.03627,2.0969
15863,3.40538,49.8612,0.245614,-2.623,0.00644,1.8972
17358,3.71542,47.7875,0.253814,-4.306,0.00632,2.9703
17702,3.79141,24.1051,0.141251,-4.367,0.00809,2.848
18246,3.9022,31.8836,0.0453017,-0.992,0.00434,2.898
18532,3.96423,40.0102,0.122378,-2.378,0.00511,2.8348
21421,4.59868,16.5093,0.441188,-18.894,0.04894,1.0024
23015,4.94989,33.1661,0.0540763,-1.488,0.00661,2.8337
23875,5.13083,-5.08645,-0.554316,-7.539,0.0365,2.8258
24436,5.2423,-8.20164,0.00882358,0.05,0.00378,0.193
24608,5.27816,45.998,0.722138,-42.689,0.0762,0.2385
25336,5.41885,6.3497,-0.0544004,-1.288,0.01292,1.5493
25428,5.4382,28.6075,0.172832,-17.358,0.02436,1.6151
25606,5.47076,-20.7594,-0.0357903,-8.601,0.02034,2.9674
25930,5.53344,-0.299095,0.00426672,-0.069,0.00471,2.1361
25985,5.5455,-17.8223,0.0249297,0.118,0.00147,2.6426
26241,5.59055,-5.9099,0.00951725,-0.046,0.0014,2.6706
26311,5.60356,-1.20192,0.00960211,-0.078,0.00165,1.6235
26451,5.62741,21.1425,0.0127231,-2.007,0.00733,2.9184
26634,5.66082,-34.0741,0.0127166,-2.482,0.01248,2.6124
26727,5.67931,-1.94257,0.0212789,0.203,0.00443,1.6812
27366,5.79594,-9.6696,0.00987361,-0.128,0.00504,2.0065
27989,5.91953,7.40706,0.185145,1.13,0.00655,0.4997
28360,5.99215,44.9474,-0.531634,-0.0950135,0.04021,1.9038
28380,5.99535,37.2126,0.365227,-7.37901,0.0197,2.6103
30122,6.33855,-30.0634,0.0563854,0.403,0.009,2.9524
30324,6.37833,-17.9559,-0.0226358,-0.078,0.00662,1.8911
