746,327.092,25.7675,2.3579,2.59134,59.2761
2505,320.921,25.7458,4.7078,8.25203,54.649
2599,328.998,30.2107,4.2103,8.56617,63.0589
2920,319.879,26.0485,3.6112,9.55509,54.0233
3179,322.11,27.8576,2.4107,10.4446,56.6634
3300,316.256,24.8812,4.7665,10.8295,50.6384
3504,313.946,24.0263,4.4631,11.4947,48.41
3801,316.049,26.0301,4.8742,12.527,51.0935
3821,322.715,29.5056,3.5835,12.6154,57.9372
3881,306.954,20.7172,4.4853,12.7646,41.2036
4151,325.869,31.4659,4.9069,13.6013,61.2505
4292,323.492,30.7229,4.9892,14.0833,59.0976
4422,323.598,31.0069,4.7838,14.5,59.3058
4427,325.211,31.6865,2.1379,14.5152,60.8417
4436,303.881,20.3256,3.9034,14.5018,38.6235
5372,355.315,39.4281,4.4059,17.9831,86.3816
5434,310.536,27.0172,4.235,17.7029,47.3645
5447,299.778,20.8077,2.1741,17.7496,35.742
5542,318.371,30.9798,4.3873,18.1186,55.2727
5586,294.744,17.9422,4.6751,18.2269,30.2109
5742,289.844,15.0337,4.834,18.7448,24.7045
6193,291.286,17.6645,4.7736,20.1779,27.3842
6686,323.004,34.7988,2.7146,21.8224,60.3558
6692,332.3,37.22,4.8899,21.8802,68.2513
6813,306.983,28.8488,4.9223,22.2525,45.5256
7294,321.424,35.4134,4.8477,23.8513,59.3511
7513,302.081,28.3577,4.2118,24.5316,41.5206
7607,309.38,31.8819,3.7515,24.8453,48.7452
7818,300.863,28.5759,4.9376,25.4795,40.6936
8068,311.158,33.571,3.9801,26.2698,50.8053
8796,288.83,25.0623,3.521,28.594,29.6905
8832,279.64,19.2778,3.8584,28.6942,19.4057
8886,325.928,38.9901,3.3107,29.0055,63.7849
8903,280.775,20.3822,2.7044,28.9738,20.9195
9009,332.29,40.0391,4.9527,29.4391,68.7999
9153,282.744,22.6183,4.8582,29.7987,23.7076
9480,335.115,40.7968,4.5498,30.9543,71.0203
9505,314.293,37.5627,4.9807,30.9527,54.5999
9598,337.104,41.0167,3.9602,31.3422,72.5345
9640,300.316,33.2594,2.2409,31.3231,42.4406
9884,281.307,24.2848,2.1726,32.1137,23.5705
9977,295.106,32.0268,4.8326,32.4646,37.9685
10064,292.031,30.84,3.0625,32.7239,35.0962
10324,267.913,16.6352,4.5172,33.5514,8.95307
10340,301.556,35.5941,4.9716,33.6617,44.3403
10644,290.364,31.8222,4.9831,34.6106,34.3295
10670,289.951,31.6799,4.0211,34.6665,33.9537
11313,307.782,39.6814,4.851,36.7849,50.3839
11484,265.118,19.3044,4.2725,37.3424,8.56168
11569,330.24,43.009,4.5135,37.7344,67.5081
11767,359.254,39.8787,2.1077,44.921,89.3654
12387,256.691,16.1898,4.0081,40.1624,0.425826
12706,258.323,18.8231,3.5001,41.1202,3.33104
12719,280.307,33.4551,4.6112,41.1972,27.8049
12777,305.325,42.2652,4.2097,41.4387,49.327
12828,263.692,23.5628,4.3439,41.5435,10.2099
13061,281.307,35.0822,4.6868,42.3164,29.3427
13209,278.942,34.4646,3.5831,42.8313,27.3552
13254,291.182,39.6872,4.3081,43.0057,38.414
13268,314.038,44.5992,3.896,43.0896,55.9927
13328,287.27,38.4878,4.6674,43.2296,35.1548
13531,309.578,44.6019,4.0759,43.9682,52.8583
13879,292.008,41.6713,4.7156,45.0547,39.7556
13914,271.584,33.035,4.6513,45.1291,21.4319
13954,260.124,25.6093,4.6767,45.2343,8.99768
14135,255.664,22.9451,2.6196,45.8679,4.17834
14328,310.261,46.2818,3.0586,46.612,53.5982
14354,290.355,42.5185,3.2889,46.6596,38.9303
14382,314.867,46.7345,4.9311,46.8135,56.798
14576,292.787,43.807,2.0969,47.4133,41.0452
14632,304.542,46.2939,4.1758,47.6787,49.7026
14668,297.891,45.237,3.9564,47.7587,44.946
14817,290.753,43.901,4.7813,48.1907,39.6999
14838,267.996,34.5072,4.5117,48.2336,19.8132
14862,340.501,45.6509,4.864,48.606,74.4834
15110,268.785,35.8879,4.8803,49.0534,21.1292
15197,243.28,16.4341,4.8647,49.2355,-8.73672
15416,283.1,43.1883,4.9927,50.0396,34.3075
15457,251.935,25.6184,4.9768,50.1397,3.45288
15520,328.19,48.1674,4.6984,50.4997,65.7388
15549,276.663,41.1515,4.5975,50.4303,29.1321
15648,294.925,46.8779,4.9814,50.7431,43.414
15863,304.278,48.7569,1.8972,51.4884,49.9448
15900,255.677,30.4083,3.77,51.5105,9.10857
16083,255.853,31.3092,3.7082,52.1017,9.81167
16147,302.936,49.235,4.962,52.4189,49.1448
16228,319.709,49.8344,4.3087,52.73,60.0227
16244,303.564,49.5132,4.6446,52.7504,49.5903
16281,318.074,50.0086,4.671,52.9344,58.9607
16335,301.215,49.4753,4.4945,53.0465,48.0762
16341,243.219,21.6758,4.71,52.9376,-4.99849
16369,258.07,34.0684,4.3077,53.0336,13.0146
16537,239.595,18.85,3.8652,53.5015,-9.38283
16826,301.274,50.4819,4.2925,54.5286,48.2708
16852,246.168,26.693,4.4104,54.5097,0.472791
17313,279.898,47.5452,4.9631,55.9568,34.0395
17358,300.391,51.4891,2.9703,56.1384,47.8627
17378,237.362,20.3196,3.6796,56.0858,-9.688
17448,277.396,47.2174,3.8583,56.4383,32.3617
17499,267.142,43.3503,3.6857,56.5585,24.1856
17529,292.108,50.8806,3.8717,56.687,42.6526
17531,267.498,43.6043,4.2724,56.6425,24.5395
17573,267.277,43.6699,3.8591,56.797,24.4396
17587,325.47,51.3423,4.922,57.0103,63.4201
17593,235.169,19.0041,4.5239,56.8057,-12.0321
